date,countrynumber,excessret,logCAPE,momentum,avgvol,vol3m,vol12m
197906,1,0.0182477733252888,2.29412512766332,0.148153570573991,0.0318897599830999,0.0283221519142681,0.0349172390617183
197907,1,0.0974956033212431,2.29000798760168,0.12084476469686,0.0318897599830999,0.0571281872034254,0.0396285029976277
197908,1,0.0520056292040358,2.38799538542575,0.166072898481589,0.0318897599830999,0.0626812196360627,0.0418486631671221
197909,1,0.0054725172701513,2.44058603417537,0.187386436108736,0.0318897599830999,0.057607231533523,0.035493032319032
197910,1,-0.0215569169089793,2.41750674939236,0.248400492250402,0.0318897599830999,0.0307755785073068,0.0366060416250517
197911,1,0.0834439407912599,2.39613154814526,0.237715602912612,0.0318897599830999,0.0438748750019835,0.0422405983151491
197912,1,0.152927557128621,2.48004434567409,0.291807347137547,0.0318897599830999,0.105065439689245,0.0535279797608075
198001,1,0.0260633472904717,2.61223869080525,0.400166209015867,0.0318897599830999,0.10213365270264,0.0536015457066532
198002,1,-0.162991000092906,2.63824209845105,0.400872442095986,0.0318897599830999,0.140087727057219,0.0706653300130244
198003,1,0.0273742481220767,2.47445838317199,0.227160052101993,0.0318897599830999,0.0877738483044925,0.0696921678603821
198004,1,0.10904355914005,2.47460224039632,0.279708185862167,0.0318897599830999,0.12234893657515,0.0780965887471305
198005,1,0.0485173177053966,2.58424811345584,0.360390626374952,0.0318897599830999,0.069842102601461,0.0791214810741816
198006,1,0.00568542761295987,2.63306403743151,0.43604357629671,0.0318897599830999,0.0608767040240895,0.0778308058878374
198007,1,0.0284286841303656,2.62061537331124,0.423481230584381,0.0318897599830999,0.0272871727700541,0.0706363351387877
198008,1,0.0483233200327815,2.65044309437578,0.354414311393503,0.0318897599830999,0.0272063404064645,0.070252761266782
198009,1,0.049200437297479,2.70072768742449,0.350732002222249,0.0318897599830999,0.045265984473587,0.0747454941228534
198010,1,-0.00433090299098815,2.73193487211814,0.394459922249577,0.0318897599830999,0.0400347086444068,0.0729511176730627
198011,1,-0.0366071277868754,2.72987330605796,0.411685936167568,0.0318897599830999,0.0399624281875062,0.0692746495631627
198012,1,-0.0907699445723074,2.69607435643795,0.291634867589432,0.0318897599830999,0.0620925225309117,0.0640022648332702
198101,1,-0.0155482589722755,2.58337108385135,0.0479373658885045,0.0318897599830999,0.0667664208564481,0.0641093097115148
198102,1,0.0793900821758831,2.57134978076575,0.00632575962575732,0.0318897599830999,0.079783185539641,0.0541985141837682
198103,1,-0.0094805247447276,2.65518106883099,0.248706841894546,0.0318897599830999,0.0459125939448161,0.0535369512433511
198104,1,0.000327338899249519,2.6304639959421,0.211852069027742,0.0318897599830999,0.0392977614983473,0.0433465159423141
198105,1,-0.0280040228548462,2.63643125001085,0.103135848786941,0.0318897599830999,0.0226963697601423,0.0424120809734385
198106,1,-0.109253558784615,2.61323434274842,0.0266145082266984,0.0318897599830999,0.064268467276762,0.0543848920565192
198107,1,-0.0169639601382672,2.48784465382738,-0.0883244781708763,0.0318897599830999,0.0714731752090606,0.0543930165520657
198108,1,-0.0924315567924445,2.47650912956095,-0.133717122439509,0.0318897599830999,0.0983179810163933,0.0601899911259207
198109,1,-0.0515147332742112,2.38870817417599,-0.274471999264735,0.0318897599830999,0.0742601370537251,0.0616334302015537
198110,1,0.0711243662255887,2.30040955177799,-0.375187169836425,0.0318897599830999,0.0920175066112153,0.0673887160437679
198111,1,-0.00721370528553322,2.37612158342888,-0.299731900619848,0.0318897599830999,0.0565100684833356,0.0643269011998781
198112,1,-0.0906053270949183,2.37363234508048,-0.270338478118506,0.0318897599830999,0.0727978159086303,0.0643097535459834
198201,1,-0.122989432896381,2.27001901029754,-0.270173860641117,0.0318897599830999,0.0992177266670209,0.0755015424964111
198202,1,-0.0682732749484583,2.15458725039911,-0.377615034565223,0.0318897599830999,0.124659214026573,0.0755459083216111
198203,1,0.0783502901220956,2.09570186402791,-0.525278391689564,0.0318897599830999,0.114743482309003,0.0815174756370302
198204,1,-0.00751522171430175,2.16238276511456,-0.437447576822741,0.0318897599830999,0.0666292276498033,0.0823344090342751
198205,1,-0.0745219877796375,2.16242829414723,-0.445290137436293,0.0318897599830999,0.069232857996128,0.0871800303806075
198206,1,-0.0257209361420188,2.09542493394887,-0.491808102361084,0.0318897599830999,0.0521134268166564,0.0784787155220037
198207,1,0.0270724553574953,2.04157503514644,-0.408275479718488,0.0318897599830999,0.05545280785576,0.0783293171959499
198208,1,0.0370294516020397,2.07645836703312,-0.364239064222725,0.0318897599830999,0.0350214514695339,0.0713558979938926
198209,1,0.000441577759248801,2.11940964654155,-0.234778055828241,0.0318897599830999,0.0241204040106724,0.0659437822612406
198210,1,-0.0456344237565363,2.0989115506892,-0.182821744794781,0.0318897599830999,0.0366640238224998,0.064490946498771
198211,1,-0.0024052859211281,2.05963108349826,-0.299580534776906,0.0318897599830999,0.027046754434347,0.0639900694816455
198212,1,0.093182278064635,2.06233200589877,-0.294772115412501,0.0318897599830999,0.0612472280487382,0.0630561352962676
198301,1,-0.0842018715523594,2.14183702042426,-0.110984510252948,0.0318897599830999,0.0773169979636645,0.0590157643229319
198302,1,0.0239849522189921,2.06735859307109,-0.0721969489089256,0.0318897599830999,0.0814990592755475,0.0532000307938891
198303,1,0.140261577263288,2.10105090929909,0.0200612782585248,0.0318897599830999,0.101115433941653,0.0596491232044299
198304,1,0.0400167523693957,2.22802179380905,0.0819725653997168,0.0318897599830999,0.0778955013031909,0.0618323327362788
198305,1,-0.0308796647661387,2.27489139524389,0.129504539483414,0.0318897599830999,0.0855777645100623,0.0572862574223727
198306,1,0.0979460119902829,2.25191067524065,0.173146862496913,0.0318897599830999,0.0679462789796437,0.0636073362451768
198307,1,0.0354059859522238,2.34052674399974,0.296813810629215,0.0318897599830999,0.066025126305822,0.0644754123487943
198308,1,0.0197617589664842,2.38374684244494,0.305147341223943,0.0318897599830999,0.056583199243739,0.0626766943659239
198309,1,-0.0436261658491759,2.41040738678667,0.287879648588388,0.0318897599830999,0.0387593963305048,0.0672670843251348
198310,1,0.0743257530429604,2.34958277319993,0.243811904979963,0.0318897599830999,0.054975965951645,0.0690533978810806
198311,1,0.0353667648475957,2.43069334157105,0.36377208177946,0.0318897599830999,0.0614780517354415,0.0712845186911975
198312,1,-0.0183545040002508,2.47197623764135,0.401544132548183,0.0318897599830999,0.0509481926317227,0.064692325470881
198401,1,-0.0438295545180614,2.46490110804215,0.290007350483298,0.0318897599830999,0.0430509095585751,0.0604868757798083
198402,1,0.0116467520416439,2.42831036170158,0.330379667517596,0.0318897599830999,0.0331675708894286,0.0592016465946678
198403,1,0.00430705957120292,2.44979651452865,0.318041467340247,0.0318897599830999,0.0237252527346562,0.0453447801691318
198404,1,-0.152080923490183,2.45891395604519,0.182086949648163,0.0318897599830999,0.0688299898063734,0.0582204979056039
198405,1,0.000377635625151029,2.31346980380576,-0.0100107262114157,0.0318897599830999,0.0686292945907692,0.0549645291148446
198406,1,0.027140059079807,2.32079744513225,0.021246574179874,0.0318897599830999,0.0769227943831296,0.0475889090200033
198407,1,0.0665422960791684,2.34088189487166,-0.0495593787306019,0.0318897599830999,0.0364722333163133,0.0508322746582267
198408,1,0.00325149254608981,2.41231079446634,-0.0184230686036573,0.0318897599830999,0.0352747929325888,0.049637427537057
198409,1,0.0201304687905228,2.41930158385544,-0.0349333350240517,0.0318897599830999,0.0323541303120537,0.0459875925153906
198410,1,-0.0105479900021459,2.43182390143605,0.028823299615647,0.0318897599830999,0.0138326357588547,0.0405464421100292
198411,1,-0.0407447451761689,2.42632482990701,-0.0560504434294593,0.0318897599830999,0.0321644014764625,0.0423090149723123
